,评论,评分
120,做工 精细 质量 重量 轻 方便 携带 屏幕显示 效果 非常 棒 配置 玩游戏 就别 想 上上网 聊聊 视屏 没有 问题 系统 比较 反 人类 太 喜欢 微软 系统 好用,1
121,运行 速度 运行 速度 屏幕 效果 屏幕 老款 散热 性能 一如既往 外形 外观 依旧 美 轻薄 轻薄 程度 确实 pro 轻,1
122,Mac 称为 生产力 工具 深受 高效 人士 好评 推测 很大 一部分 原因 早期 支持 Windows 系统 大型 网游 支持 Mac 系统 Mac 更加 专注 工作 学习 谈谈 mac 感受 工业 外观设计 Retina 屏幕 非常 护眼 结合 Windows Linux 特点 安装 软件 简单 适合 开发 安全性 高 中毒 需要 经常 更新 打补丁 电池 续航 久 屏幕 速度 颜值 高   ....,1
123,好评 价格合理 到货 神速 本本 生产日期 新 质量 没 问题 简直 太 满意 苹果 本本 起来 挺 顺手 文件 编辑 还 导出 成 WORD 格式 没 感觉 特别 方便 触控板 品牌 来说 确实 方便 好用   要求 不高 需要 鼠标 翻页 特别 好用 不错 全 尺寸 键盘 起来 挺 顺手 舒适 PC 键盘 特别 键盘 带背光 灯光 比较 暗 汀候 感觉 挺 实用 方面 手机 电话 接电话 看 短信 需要 起身 手机 比较 适合 懒人 方面 要求 不高 看看 视频 聊聊天 编辑 文件 感觉 够用 真的 不错,1
124,店里 看好 实物 京东 自营 买 送货 很快 电脑 质量 非常 信得过 京东 散热 性能 非常 外形 外观 非常 漂亮 轻薄 程度 轻便 屏幕 效果 特别 清晰,1
125,屏幕 效果 屏幕 效果 非常 显著 非常 清晰 显示屏 超级 薄 非常 耐用 运行 速度 这颗 CPU 一段时间 流畅 度 依然 完美 搭载 固态 硬盘 速度 杠杠 苹果 东西 做 确实 好看 希望 中国 一种 产品,1
126,超级 轻薄 特别 适合 视觉 设计 包括 做 动漫 设计 专业 同学 先导 非常 方便 旅行 带到 图书馆 运行 流畅   操作性 非常 喜欢 感谢 京东,1
127,还 不错 符合 要求 出门 方便 系统 手 很快 现在 wps 可用 简单 日常 工作 够用 适合 玩游戏 还 没 安装 太 软件,1
128,第一次 尝试 苹果 系统 习惯 多用 确实 软件 少 可怜 还 一堆 收费 WIN 转过 真实 习惯 来看 视频 方便 携带 一点 确实 做 续航 相当 省 电 毕竟 几年 前 机子 尝尝鲜,1
129,轻薄 程度 真棒 运行 速度 快速 外形 外观 好看 喜欢 苹果 喜欢 京东   手机 电脑 都 苹果,1
130,好用 发出 两个 字 苹果 系统 还 没 太 弄懂 手 很快 操作 人性化 设计 外出 便携 办公 方便 玩游戏 朋友 推荐 一款 用作 办公 不错 电脑,1
131,好评 第一次 苹果 笔记本 惊艳 销售 人员 经常 出差 重量轻 开机 待机时间 长 符合 需求 windows 系统 苹果 系统 手 比较 买 键盘 膜 快捷键 起来 方便 难度,1
132,速度 很快 颜值 特别 高 觉得 系统 适应 一点 很烦 软件 都 没有 啊啊啊 想 安装 adobe 软件 搞 掉头,1
133,超 喜欢 款 笔记本电脑 想象 还要 不发 烫 电池 耐用 苹果 系统 慢慢 适应 中 终于 买到   钟爱 宝贝 回来 两天 推荐 朋友 买 一台 一模一样,1
134,运行 速度 运行 速度 非常 流畅 屏幕 效果 屏幕 效果 显示 出色 散热 性能 散热 性能 强劲 外形 外观 外形 外观 美丽 轻薄 程度 挺 轻薄 特色 这是 一款 居家 必备 一款 产品 我用 体验 非常 棒 配送 服务 非常,1
135,收到 迫不及待 打开 看看 确实 轻便 非常 漂亮 第一次 苹果电脑 希望 一段时间 追评,1
136,运行 速度 很快 屏幕 效果 真实 外形 外观 很漂亮 轻薄 程度 薄 散热 性能 不错,1
137,大学   打游戏   最 看看 视频 网页   半个 月   非常 值得 买   喜欢   电量 真的 耐用   外观设计 好看 没什么 缺点   希望 撑过 三年 时间   赞赞赞 推荐 购买,1
138,蛮 系统 需要 适应 触屏 command Word 暂时 还 没下 软件 高大 外观 正好 遇见 活动 还 优惠 点 续航 能力 强 夜晚 屏幕 自带 灯光 超级 好看 实用 超薄 关键 重好,1
139,用来 办公 装 Office 非常 好用 系统 适应 机器 轻薄 待机时间 长 唯一 屏幕 边框 太大 丑死,1
140,宝贝 第二天 收到 包装 完美 激动 电脑 外表 真的 精致 特别 喜欢 爱不释手 下午 晚上 电量 都 耐用 特别 强大 稀饭,1
141,第一次 mac 看中 颜值 轻便 触控板 功能 强大 平时 办公 玩游戏 纯 办公 感觉 还 同事 装 系统 反正 手上 直接 方便,1
142,第一次 苹果 笔记本 不错 体验 牌子 总 感觉 没 喜欢 苹果 笔记本 不错 运行 速度 很快 屏幕显示 清晰 外观 漂亮 喜欢 关键 轻薄 满意,1
143,这种 玩游戏 电脑 足够 开机 很快 卡顿 充电 非常 耐电 轻 非常适合 办公,1
144,用过 本本 挺 颜值 堪称 完美 携带 系统 流畅 送给 媳妇 生日礼物 喜得 激活 懂 问 客服 客服 秒 回答 问题 立马 解决 想 满意 包装 一层 一层 拆 感觉 特别 高兴,1
145,机器 不错 第一次 苹果 系统 电脑 地方 懂 慢慢 学习 物流 非常 不错 第二天 早上 机器 起来 流畅 外观 漂亮 电池 待机 久,1
146,灰色 挺 好看 花 几小时 时间 装 都 装好 系统 设置 成 喜欢 系统 20G 来看 课件 买大 超 满意 专卖店 看过 金色 不太 喜欢 京东 物流 真 上海 过来 不到 二十四 小时 本来 看 外观 研究 苹果 系统 人性化 系统 触摸屏 手势 触角 都 常用 APP 都 下载 超 满意 没 弄 双系统 本来 对果 感冒 用过 iPadmini 笔记本 没用过 一台,1
147,运行 速度 日常 正常 办公 没有 延迟 外形 外观 漂亮 屏幕 效果 满意 轻薄 程度 非常 满意,1
148,运行 速度 很快 苹果 真的 好用 屏幕 效果 颜值 狗 舔 外形 外观 颜值 狗 轻薄 程度 薄,1
149,第一次 MacBook 手 感觉 只不过 习惯 word ppt excel windows 多年   突然 换个 系统 需要 重新学习 总体 体验 还 不错 系统 优势 再也 不用 清 垃圾 款 电脑 性价比 高 值得 购买,1
150,昨天 买 收到 打开 看 特别 精致 买 i7 特别 薄 比较 轻便 比较 精致 外面 包装 写 2018 年 特别 特别 喜欢 还 安 没用 系统 慢慢 习惯 大爱 超级 喜欢 哈哈哈 买 鼠标 键盘 磨 新款,1
151,外形 外观 超 好看 简洁 时尚 轻薄 程度 放在 单肩 帆布包 里 不用 提个 电脑包 运行 速度 超快 十分满意,1
152,买来 打开 包装 电脑 外观 好看 美观大方 保护膜 包裹 到位 外观 没有 刮痕 一步步 问 客服 激活 确实 还 没 习惯 买 女朋友 款 笔记本 适合 女孩子 携带方便,1
153,早就 收到     没有 评价       当天 晚上 下单   次日 中午   喜欢   操作       综合 分析   PC 端   简单   看 视频 像素 不错     不错,1
154,电脑 星期 整体 感觉 挺 简单 大方 这是 苹果 产品 一贯 特点 电脑 特别 轻 方便 携带 最 喜欢 一点 电池 续航力 真的 强大 充电 两 小时 一整天 真的 非常 方便 超级 喜欢 一点 不像 电脑 三个 小时 充 充电器 挺重 方便,1
155,手感 不错 逼格 还 没 感受 办公 系统 掌握 电脑 接触 windows   直接 接触 感觉 还 行 手机 操作 用过 苹果 手机 苹果电脑 很快 习惯,1
156,运行 速度 挺快 屏幕 效果 清晰 散热 性能 外形 外观 漂亮 轻薄 程度 完美,1
157,超 轻便 薄薄 薄 适合 这种 打机 学生 党 拿到 颜值 高 起来 顺畅 现在 比较满意 再来 追评 体验 赞,1
158,两天 系统 适应 买 正版 office 办公 软件 省 劲 配 鼠标 触摸屏 真的 强大 特别 看 文件 手势 还 需要 熟练 总体 满意,1
159,第一次 苹果 笔记本   win   这次 纠结 久   包括 操作 度 价格 方面   最后 选择 苹果   想 尝试 苹果 系统   感受 外观 好看   做工 精细   看 评论 说 表面 划痕 二手   拆开 盒子 先 观察 一周   还好 完好 开关机 速度 很快   缺点 款 像素 低   内存 买   毕竟 苹果 里面 最 便宜 一款 系统 还 熟悉 中   买来 看 课件   外接 移动硬盘   暂时 需求   有空 研究   收到 卡 开机 设置 这步   苹果 售后 打电话   工程师 客气   一步 一步 直到 设置   京东 配送 速度   早上 点 买   下午 点 收到   家里 小家电   现在 8P   xsmax   ipad   都 京东 买   质量 放心   希望 这次 住,1
160,体验 办公 建议 采纳 软件 支持 本子 学着 熟悉,1
161,运行 速度 一级 棒 散热 性能 非常 外形 外观 大气 上档次 轻薄 程度 轻巧方便,1
162,苹果 系统 起来 确实 搭配着 apple   watch 直接 自动 解锁 根本 需要 人工 输 密码 电话 所有 系统 都 跟着 接听 速度 非常 语音 根本 没有 延迟 听 起来 打电话 短信 东西 都 一体 都 看到 非常,1
163,双十 剁 手 买 挺 划算 快递 力 超级 喜欢 拿到 手 真的 满意 超级 薄 开机 速度 很快 电脑 真的 比不上 用惯 苹果 手机 苹果电脑 真的 不成问题 好用,1
164,运行 速度 没得说 确实 屏幕 效果 绝无仅有 舒适 散热 性能 加装 外壳 很能 把握 外形 外观 赞 足够 确实 东西 轻薄 程度 无可比拟 薄 起来 方便 携带 格 特色 希望 选用 高 版本 服务器 发售,1
165,好评 外观设计 很棒   轻便 真的 超级 方便 携带 值得 购买   还 看到 外 网 新闻 真的 利于 外语 学习 流利 MAC 英语 行 哈哈哈 真心 喜欢,1
166,运行 速度 很快 屏幕 效果 不错 散热 性能 还 行 外形 外观 挺 好看 轻薄 程度 蛮薄 特色 携带 终于 收到 梦寐以求 苹果 笔记本 终于 凑齐 苹果 三件套 东西 物美价廉 谢谢 掌柜的 说 实在 最 满意 购物 无论是 掌柜的 态度 物品 都 非常 满意 掌柜的 专业 热情 有问必答 回复 很快 问 问题 都 帮 解决 笔记本 正是 需要 本人 做 设计 画图 必备 收到 完整 打开 包装 更是 感到 惊喜 下次 需要 还 开买 希望 到时候 优惠,1
167,关注 一个月 看到 活动 马上 出手 拿下 没用过 mac 百度 学习 中 目前 都 挺 没什么 问题 充电 半小时 满电 很快 充电器 烫 天下 满意 正品 玩游戏 看片 上网 家用 满足 需求,1
168,大小   真的 超薄   总体 来讲 特别 喜欢   苹果 系统 总体 来说   习惯 感觉   电源 连接 有点 吸力   感觉 很棒   喜欢,1
169,运行 速度 屏幕 效果 散热 性能 不错 外形 外观 好看 轻薄 程度 轻,1
170,电脑 包装 双层 包装 非常 全新 未 拆封 开箱 通电 激活 系统 系统 开机 运行 都 很快 系统 苹果 系统 还 适应 毕竟 Windows 系统 电脑 做工 非常 精细 没有 瑕疵 屏幕显示 效果 重量 轻 携带 方便,1
171,外形 外观 喜欢 颜色 运行 速度 东西 没得说 屏幕 效果 显示 效果 还 轻薄 程度 轻薄 携带,1
172,散热 性能 非常 不错 屏幕 效果 非常 清晰 运行 速度 fast 轻薄 程度 刚刚 外形 外观 非常 好看,1
173,真的 飞 感觉 特别 薄 超清 重量 轻 颜色 非常 好看 高大 特别 喜欢 好评,1
174,笔记本 一个多月 质量 非常 一点 问题 没有 屏幕 大小 合适 足够 挺 薄 轻便 客服 态度 日常 拿到 手 好多 懂 地方 客服 都 耐心 讲解 非常 满意,1
175,到手 外观 惊讶 真的 很漂亮 系统 用不来 习惯 都 win10 下好 装 双系统 还 没装 晚上 发现 苹果 系统 真的 人性化 手势 操作 简单 电池 续航 能力 长,1
176,第一台 笔记本电脑 做工 精细 品质 优良 画面感 超强 开机 语音 提示 语音 智能 控制 棒棒 哒 用来 办公 足以 排面 慢慢 研究,1
177,运行 速度 ok 屏幕 效果 nice 散热 性能 挺 der 外形 外观 好看 der 轻薄 程度 很轻 薄,1
178,京东 自营 放心 品质 绝对 保证 发货 速度 超快 半夜 下单 隔天 下午 颜值 秒杀 所有 本子 轻薄 携带 续航 时间 两天 电量 感觉 动 屏幕 清晰 音质 不错 苹果 质感 颜值 完美 结合 操作 还 熟悉 中,1
179,还 不错 呦 电脑 不错 开机 速度 超快 关机 速度 最 w10 系统 智能 导引 教 操作 装 系统 软件 非常 给力 外观 还 不错 金色 完美 一段时间 整体 感觉 挺 没有 令 失望 支持 品牌 电子产品 特别 电脑 手机 过后 感觉 都 挺 希望 做 越来越 品牌 打得 响亮 快递 超给力 很大 惊喜 竟然 白天 下午 下单 第二天 中午 真是 惊喜 客服 态度 希望,1
180,双 下单 12 号   12 号 周一   没 收件   联系 快递 小哥   更改 收件 地址   重新 分拣   兜兜 转转 天   昨天下午 14 号 拿到 苹果 做工 真的 细致 压力 触控版 手势 操作 真的 不错     后续 追评,1
181,运行 速度 非常 之快 屏幕 效果 苹果 屏幕 没 说 散热 性能 好多 外形 外观 外观 买 轻薄 程度 非常 薄,1
182,不错 关注 久 都 没舍得 下手 用惯 苹果 手机 系统 手 开机 速度 家里 部 手提 一部 放 单位 这部 放 家里 待机时间 真的 久 星期 过去 90% 电,1
183,京东 秒杀 买 看 久 联想 运行 速度 太慢 同事 mac 说 换 一台 物流 超级 mac 运行 速度 界面 美观 好用 支持 京东 电脑 不错 还会 继续 关注,1
184,双十 一买 百分百 正品 摸索 下载安装 wps   for   mac 破解版 问题 键盘 按键 挺松 知道 是不是 都 买 蓝牙 键盘 鼠标 号 拍 14 号 双十 高峰期 物流 表现 赞 都 电池电量 百分之六十五 电池 很赞,1
185,购物 体验 发货 物流 都 迅速 头日购 次日 达 点赞 电脑 收到 整体 造型 精致 还 慢慢 地学 日常生活 满足需要,1
186,不错 边框 变窄 总体 缩小 重量 减轻 键盘 适应 一段时间 感觉,1
187,流畅 还 没 官 网查 是不是 正品 没什么 问题 物品 没有 损坏 满意 购物 是不是 正品 时间 查 追评 设计师 一枚 苹果 顺手,1
188,电脑 回来 几天 win 苹果 系统 转变 只用 不到 习惯 确实 方便 办公 来说 算是 相当 不错 电池 超 耐用 上班 不用 充电器 八个 小时 过去 回 家 竟然 一半 电量 外观 不错,1
189,终于 买 梦寐以求 超级 开心 宝贝 确实 没令 失望 速度 界面 简洁 大气 都 苹果 系统 手机 电脑 区别 新 系统 适应 一段时间,1
190,苹果 手机 苹果 笔记本 障碍 系统 流畅 安装程序 简单 简便 苹果 外观设计 一件 工艺品 手感 续航 能力 纯 办公 连续 小时 没 问题,1
191,总体 不错 机子 新 下载 发现 苹果 账号 登录 不上 苹果 客服 耐心 服务 解决 问题 用过 苹果 手机 系统 电脑 上手 现在 装好 软件 感觉 pc 无差 最 重要 货颜值 真高 轻便 赞,1
192,担心 看到 差评 取消 订单 找 客服 修改 收到 电脑 确实 觉得 苹果电脑 方面 都 惊艳 系统 熟练 感觉 windows 简洁 非常 喜欢 学生 党 用于 日常 文档 觉得 够用 非常 喜欢 装 双系统 找人 帮 我查 确实 正品 放心 发光 logo 简直 心动,1
193,运行 速度 非常 流畅 屏幕 效果 显示 惊艳 散热 性能 还 不错 外形 外观 好看 装 神器,1
194,装 windows 系统 屏幕 分辨率 流畅 开 机关 机 很快 买 5888 值得 入手 玩游戏 办公 做工 真的 很赞 精细 正品 京东 自营 关键 快递 真的 力 快递 小哥 超级 赞 满意,1
195,犹豫 买 苹果 没用过 系统 担心 操作 最后 尝试 没有 失望 非常 流畅 待机时间 超级 长 都 不用 充电 好评,1
196,表扬 京东 物流 速度 快递 哥 服务 非常 送货 速度 非常 苹果电脑 收到 真的 非常 来说 屏幕 分辨率 非常 高 看起来 非常 舒服 电脑 运行 速度 非常 系统 流畅 真是 起来 非常 爽 散热 效果 不错 玩游戏 太热 电脑 非常 轻薄 携带方便 整体 效果 十分满意,1
197,苹果 本子 外观 漂亮 细节 特别 音质 不错 非常 喜欢 办公 足够 太 喜欢 需要 还会,1
198,挺 同事 买 包装 完好 没有 破损 电脑 正品 激活 装 双系统 装 office 挺好用 说,1
199,运行 速度 屏幕 效果 高清 散热 性能 外形 外观 美观 轻薄 程度 超薄,1
200,很怕 买 假货   没想到 满意 收到 宝贝 买来 送 小宝贝 画画 学 UI   说 想象 中   说 太小 纠结 几天 联想 苹果 举棋不定 最后 选择 苹果机 我家 宝贝 帮忙 签收 下载     没想到 小宝贝 一个多 小时 手 真棒 我家 宝贝 说 电脑   喜欢 心仪 之品   希望 能耐   失望 先用 看吧 过段时间 再来 追评 16 号 04 35 17 号 上午 点 收到   速度 没 刚刚 收到 货 降价 100 元   晕,1
